N5.HOG0000000,Ictalurus_punctatus---rna-XM_053685317.1
N5.HOG0000422,Misgurnus_anguillicaudatus---rna-XM_055201071.1
N5.HOG0000423,Clarias_gariepinus---rna-XM_053509080.1
N5.HOG0000424,Puntigrus_tetrazona---rna-XM_043230648.1
N5.HOG0000425,Danio_rerio---rna-XM_001921890.7
N5.HOG0000426,Centropristis_striata---rna-XM_059354704.1
N5.HOG0000427,Rhinichthys_klamathensis_goyatoka---rna-XM_056264106.1
N5.HOG0000428,Danio_rerio---rna-XM_002664694.6
N5.HOG0000429,Tachysurus_vachellii---rna-XM_060875364.1
N5.HOG0000430,Trichomycterus_rosablanca---rna-XM_063008528.1
N5.HOG0000431,Pygocentrus_nattereri---rna-XM_037538977.1
N5.HOG0000432,Ctenopharyngodon_idella---rna-XM_051894303.1
N5.HOG0000433,Colossoma_macropomum---rna-XM_036564016.1
N5.HOG0000434,Sphaeramia_orbicularis---rna-XM_030143263.1
N5.HOG0000435,Pygocentrus_nattereri---rna-XM_037543895.1
N5.HOG0000436,Sphaeramia_orbicularis---rna-XM_030158991.1
N5.HOG0000437,Oncorhynchus_mykiss---rna-XM_036972536.1
N5.HOG0000438,Brienomyrus_brachyistius---rna-XM_048986763.1
N5.HOG0000439,Hypomesus_transpacificus---rna-XM_047045903.1
N5.HOG0000440,Alosa_sapidissima---rna-XM_042065225.1
N5.HOG0000441,Silurus_meridionalis---rna-XM_046845132.1
N5.HOG0000442,Trichomycterus_rosablanca---rna-XM_063018263.1
N5.HOG0000443,Neoarius_graeffei---rna-XM_060903907.1
N5.HOG0000444,Astyanax_mexicanus---rna-XM_049476273.1
N5.HOG0000445,Trichomycterus_rosablanca---rna-XM_063009095.1
N5.HOG0000446,Trichomycterus_rosablanca---rna-XM_062984909.1
N5.HOG0000447,Astyanax_mexicanus---rna-XM_049479413.1
N5.HOG0000448,Trichomycterus_rosablanca---rna-XM_063008440.1
N5.HOG0000449,Pangasianodon_hypophthalmus---rna-XM_053232152.1
N5.HOG0000450,Silurus_meridionalis---rna-XM_046843829.1
N5.HOG0000451,Ictalurus_furcatus---rna-XM_053639447.1
N5.HOG0000452,Astyanax_mexicanus---rna-XM_022669425.2
N5.HOG0000453,Astyanax_mexicanus---rna-XM_049466881.1
N5.HOG0000454,Ictalurus_furcatus---rna-XM_053630172.1
N5.HOG0000455,Pygocentrus_nattereri---rna-XM_037536897.1
N5.HOG0000456,Pygocentrus_nattereri---rna-XM_037533314.1
N5.HOG0000457,Clarias_gariepinus---rna-XM_053491252.1
N5.HOG0000458,Neoarius_graeffei---rna-XM_060904187.1
N5.HOG0000459,Colossoma_macropomum---rna-XM_036571811.1
N5.HOG0000460,Tachysurus_vachellii---rna-XM_060873154.1
N5.HOG0000461,Simochromis_diagramma---rna-XM_040005167.1
N5.HOG0000462,Megalobrama_amblycephala---rna-XM_048159015.1
N5.HOG0000463,Sardina_pilchardus---rna-XM_062537936.1
N5.HOG0000464,Salvelinus_fontinalis---rna-XM_055906518.1
N5.HOG0000465,Pygocentrus_nattereri---rna-XM_037540207.1
N5.HOG0000466,Colossoma_macropomum---rna-XM_036593975.1
N5.HOG0000467,Colossoma_macropomum---rna-XM_036573592.1
N5.HOG0000468,Thalassophryne_amazonica---rna-XM_034180987.1
N5.HOG0000469,Silurus_asotus---mrna.C0J50_19425
N5.HOG0000470,Pygocentrus_nattereri---rna-XM_037538511.1
N5.HOG0000471,Silurus_meridionalis---rna-XM_046847512.1
N5.HOG0000472,Pygocentrus_nattereri---rna-XM_037546763.1
N5.HOG0000473,Cirrhinus_molitorella---evm.model.Chr17.244
N5.HOG0000474,Astyanax_mexicanus---rna-XM_049469353.1
N5.HOG0000475,Colossoma_macropomum---rna-XM_036572542.1
N5.HOG0000476,Neoarius_graeffei---rna-XM_060920313.1
N5.HOG0000477,Alosa_alosa---rna-XM_048247724.1
N5.HOG0000478,Pygocentrus_nattereri---rna-XM_037532851.1
N5.HOG0000479,Clarias_gariepinus---rna-XM_053497888.1
N5.HOG0000480,Myxocyprinus_asiaticus---rna-XM_051659200.1
N5.HOG0000481,Onychostoma_macrolepis---rna-XM_058747242.1
N5.HOG0000482,Coregonus_clupeaformis---rna-XM_041893401.2
N5.HOG0000483,Ictalurus_punctatus---rna-XM_053683991.1
N5.HOG0000484,Cirrhinus_molitorella---evm.model.Chr22.856
N5.HOG0000485,Xyrauchen_texanus---rna-XM_052106561.1
N5.HOG0000486,Anabarilius_grahami---mrna.DPX16_18815
N5.HOG0000487,Epinephelus_fuscoguttatus---rna-XM_049568255.1
N5.HOG0000488,Danio_rerio---rna-NM_001017546.2
N5.HOG0000489,Triplophysa_dalaica---rna-XM_056741701.1
N5.HOG0000490,Xyrauchen_texanus---rna-XM_052129393.1
N5.HOG0000491,Myxocyprinus_asiaticus---rna-XM_051697226.1
N5.HOG0000492,Engraulis_encrasicolus---rna-XM_063196619.1
N5.HOG0000493,Anabarilius_grahami---mrna.DPX16_10426
N5.HOG0000494,Xyrauchen_texanus---rna-XM_052129401.1
N5.HOG0000495,Solea_senegalensis---rna-XM_044017985.1
N5.HOG0000496,Rhinichthys_klamathensis_goyatoka---rna-XM_056236534.1
N5.HOG0000497,Xyrauchen_texanus---rna-XM_052129400.1
N5.HOG0000498,Pygocentrus_nattereri---rna-XM_037536728.1
N5.HOG0000499,Xyrauchen_texanus---rna-XM_052129396.1
N5.HOG0000500,Zeus_faber---g5287.t1
N5.HOG0000501,Triplophysa_tibetana---mrna_E1301_Tti023206
N5.HOG0000502,Engraulis_encrasicolus---rna-XM_063195854.1
N5.HOG0000503,Anabarilius_grahami---mrna.DPX16_12073
N5.HOG0000504,Onychostoma_macrolepis---rna-XM_058747352.1
N5.HOG0000505,Danio_aesculapii---rna-XM_056454623.1
N5.HOG0000506,Electrona_antarctica---g21077.t1
N5.HOG0000507,Engraulis_encrasicolus---rna-XM_063192050.1
N5.HOG0000508,Trichomycterus_rosablanca---rna-XM_062998865.1
N5.HOG0000509,Aldrovandia_affinis---mrna.AAFF_T00406930
N5.HOG0000510,Triplophysa_rosa---rna-XM_057330373.1
N5.HOG0000511,Danio_rerio---rna-XM_021475725.1
N5.HOG0000512,Danio_rerio---rna-XM_021469659.1
N5.HOG0000513,Astyanax_mexicanus---rna-XM_022671438.2
N5.HOG0000514,Triplophysa_tibetana---mrna_E1301_Tti022456
N5.HOG0000515,Oncorhynchus_gorbuscha---rna-XM_046311198.1
N5.HOG0000516,Osmerus_eperlanus---rna-XM_062478883.1
N5.HOG0000517,Dissostichus_mawsoni---DM00029450-RA
N5.HOG0000518,Caranx_melampygus---mRNA20965
N5.HOG0000519,Plectropomus_leopardus---rna-XM_042511839.1
N5.HOG0000520,Gymnothorax_javanicus---GJAV_T00070520
N5.HOG0000521,Scortum_barcoo---S.barcoo_16634
N5.HOG0000522,Anguilla_anguilla---rna-XM_035426728.1
N5.HOG0000523,Conger_conger---rna-XM_061242684.1
N5.HOG0000524,Thunnus_maccoyii---rna-XM_042402196.1
N5.HOG0000525,Nerophis_lumbriciformis---rna-XM_061954970.1
N5.HOG0000526,Solea_senegalensis---rna-XM_044020611.1
N5.HOG0000527,Silurus_asotus---mrna.C0J50_16063
N5.HOG0000528,Salvelinus_fontinalis---rna-XM_055909043.1
N5.HOG0000529,Esox_lucius---rna-XM_010886911.4
N5.HOG0000530,Sebastes_umbrosus---rna-XM_037761250.1
N5.HOG0000531,Larimichthys_crocea---rna-XM_010750743.3
N5.HOG0000532,Salvelinus_namaycush---rna-XM_038978917.1
N5.HOG0000533,Takifugu_flavidus---rna-XM_057022912.1
N5.HOG0000534,Coregonus_clupeaformis---rna-XM_041872874.2
N5.HOG0000535,Salvelinus_sp_IW2-2015---rna-XM_023998077.1
N5.HOG0000536,Micropterus_dolomieu---rna-XM_046045075.1
N5.HOG0000537,Gadus_morhua---rna-XM_030353598.1
N5.HOG0000538,Pangasius_djambal---PDJAM_T00200880
N5.HOG0000539,Coregonus_clupeaformis---rna-XM_041862272.2
N5.HOG0000540,Oncorhynchus_mykiss---rna-XM_036989253.1
N5.HOG0000541,Salvelinus_namaycush---rna-XM_038995376.1
N5.HOG0000542,Lampris_incognitus---rna-XM_056275921.1
N5.HOG0000543,Limanda_limanda---rna-XM_061079190.1
N5.HOG0000544,Labrus_mixtus---rna-XM_061030403.1
N5.HOG0000545,Gadus_morhua---rna-XM_030353577.1
N5.HOG0000546,Scortum_barcoo---S.barcoo_05581
N5.HOG0000547,Etheostoma_spectabile---rna-XM_032508808.1
N5.HOG0000548,Sander_lucioperca---rna-XM_036000574.1
N5.HOG0000549,Plectropomus_leopardus---rna-XM_042483612.1
N5.HOG0000550,Etheostoma_spectabile---rna-XM_032509781.1
N5.HOG0000551,Haplochromis_burtoni---rna-XM_005951028.2
N5.HOG0000552,Scortum_barcoo---S.barcoo_07352
N5.HOG0000553,Scomber_scombrus---rna-XM_062439307.1
N5.HOG0000554,Salarias_fasciatus---rna-XM_030106955.1
N5.HOG0000555,Thunnus_maccoyii---rna-XM_042403212.1
N5.HOG0000556,Takifugu_bimaculatus---evm.model.000165F_arrow_pilon.26_evm.model.000165F_arrow_pilon.27
N5.HOG0000557,Argentina_silus---g20.t1
N5.HOG0000558,Caranx_melampygus---mRNA22133
N5.HOG0000559,Astyanax_mexicanus---rna-XM_049482086.1
N5.HOG0000560,Solea_solea---rna-XM_058640218.1
N5.HOG0000561,Fundulus_heteroclitus---rna-XM_012879360.3
N5.HOG0000562,Salvelinus_fontinalis---rna-XM_055912880.1
N5.HOG0000563,Austrofundulus_limnaeus---rna-XM_014025946.1
N5.HOG0000564,Synaphobranchus_kaupii---mrna.SKAU_T00427900
N5.HOG0000565,Trichomycterus_rosablanca---rna-XM_062993651.1
N5.HOG0000566,Scortum_barcoo---S.barcoo_07357
N5.HOG0000567,Sardina_pilchardus---rna-XM_062515940.1
N5.HOG0000568,Albula_goreensis---AGOR_T00032480
N5.HOG0000569,Conger_conger---rna-XM_061250745.1
N5.HOG0000570,Scleropages_formosus---rna-XM_029256093.1
N5.HOG0000571,Salarias_fasciatus---rna-XM_030113541.1
N5.HOG0000572,Carassius_gibelio---rna-XM_052562017.1
N5.HOG0000573,Salvelinus_namaycush---rna-XM_038995715.1
N5.HOG0000574,Muraenolepis_orangiensis---S400035343-RA
N5.HOG0000575,Anabarilius_grahami---mrna.DPX16_19843
N5.HOG0000576,Salvelinus_sp_IW2-2015---rna-XM_023971636.1
N5.HOG0000577,Epinephelus_fuscoguttatus---rna-XM_049572163.1
N5.HOG0000578,Pogonophryne_albipinna---S600029137-RA
N5.HOG0000579,Gadus_morhua---rna-XM_030370387.1
N5.HOG0000580,Sphaeramia_orbicularis---rna-XM_030131772.1
N5.HOG0000581,Anabarilius_grahami---mrna.DPX16_12262
N5.HOG0000582,Channa_striata---evm.model.LG08.854
N5.HOG0000583,Gadus_macrocephalus---rna-XM_060040980.1
N5.HOG0000584,Engraulis_encrasicolus---rna-XM_063220041.1
N5.HOG0000585,Boleophthalmus_pectinirostris---rna-XM_055158535.1
N5.HOG0000586,Centropristis_striata---rna-XM_059349266.1
N5.HOG0000587,Sphaeramia_orbicularis---rna-XM_030152323.1
N5.HOG0000588,Epinephelus_fuscoguttatus---rna-XM_049584160.1
N5.HOG0000589,Synchiropus_splendidus---rna-XM_053870711.1
N5.HOG0000590,Xiphophorus_couchianus---rna-XM_028035647.1
N5.HOG0000591,Centropristis_striata---rna-XM_059349246.1
N5.HOG0000592,Solea_solea---rna-XM_058652106.1
N5.HOG0000593,Doryrhamphus_excisus---rna-XM_058070032.1
N5.HOG0000594,Mugil_cephalus---rna-XM_047609529.1
N5.HOG0000595,Acanthochromis_polyacanthus---rna-XM_051939794.1
N5.HOG0000596,Dunckerocampus_dactyliophorus---rna-XM_054770746.1
N5.HOG0000597,Zeus_faber---g9265.t1
N5.HOG0000598,Electrophorus_voltai---E.voltai_02448
N5.HOG0000599,Gymnothorax_javanicus---GJAV_T00275490
N5.HOG0000600,Caranx_melampygus---mRNA31401
N5.HOG0000601,Scleropages_formosus---id-LOC108930910
N5.HOG0000602,Albula_goreensis---AGOR_T00180340
N5.HOG0000603,Albula_glossodonta---mRNA20707
N5.HOG0000604,Boleophthalmus_pectinirostris---id-LOC129411620
N5.HOG0000605,Prochilodus_magdalenae---PM_32172
N5.HOG0000606,Sphaeramia_orbicularis---id-LOC115434026
N5.HOG0000607,Electrophorus_voltai---E.voltai_14929
N5.HOG0000608,Myripristis_murdjan---id-LOC115367566
N5.HOG0000609,Scortum_barcoo---S.barcoo_15380
N5.HOG0000610,Poecilia_mexicana---id-LOC106912629
N5.HOG0000611,Seriola_dumerili---id-LOC111223337
N5.HOG0000612,Silurus_asotus---mrna.C0J50_15788
N5.HOG0000613,Synchiropus_splendidus---id-LOC128766259
N5.HOG0000614,Seriola_aureovittata---id-LOC130183954
N5.HOG0000615,Oryzias_melastigma---id-LOC112162535
N5.HOG0000616,Betta_splendens---id-LOC129603320
N5.HOG0000617,Toxotes_jaculatrix---id-LOC121188899
N5.HOG0000618,Prochilodus_magdalenae---PM_33177
N5.HOG0000619,Paramormyrops_kingsleyae---id-LOC111842722
N5.HOG0000620,Hemibagrus_guttatus---male_13433
N5.HOG0000621,Prochilodus_magdalenae---PM_20935
N5.HOG0000622,Electrophorus_voltai---E.voltai_14930
N5.HOG0000623,Alosa_alosa---id-LOC125310986
N5.HOG0000624,Gadus_morhua---id-LOC115543835
N5.HOG0000625,Hemibagrus_guttatus---male_34696
N5.HOG0000626,Coregonus_clupeaformis---id-LOC123486555
N5.HOG0000627,Cirrhinus_molitorella---evm.model.Chr01.393
N5.HOG0000628,Scortum_barcoo---S.barcoo_15378
N5.HOG0000629,Gymnothorax_javanicus---GJAV_T00104090
N5.HOG0000630,Carassius_auratus---id-LOC113042638
N5.HOG0000631,Albula_glossodonta---mRNA12686
N5.HOG0000632,Prochilodus_magdalenae---PM_08065
N5.HOG0000633,Hemibagrus_guttatus---male_18715
N5.HOG0000634,Paramormyrops_kingsleyae---id-LOC111845693
N5.HOG0000635,Anabarilius_grahami---mrna.DPX16_12877
N5.HOG0000636,Anabarilius_grahami---mrna.DPX16_19778
N5.HOG0000637,Scortum_barcoo---S.barcoo_03241
N5.HOG0000638,Nibea_albiflora---Mianyu0021499
N5.HOG0000639,Anoplopoma_fimbria---id-LOC129096944
N5.HOG0000640,Periophthalmus_magnuspinnatus---rna-XM_055221687.1
N5.HOG0000641,Caranx_melampygus---mRNA9416
N5.HOG0000642,Chelmon_rostratus---rna-XM_041955912.1
N5.HOG0000643,Caranx_melampygus---mRNA14833
N5.HOG0000644,Caranx_melampygus---mRNA14828
N5.HOG0000645,Chelmon_rostratus---id-LOC121619972
N5.HOG0000646,Antennarius_maculatus---g34149.t1
N5.HOG0000647,Austrofundulus_limnaeus---id-LOC106530800
N5.HOG0000648,Pogonophryne_albipinna---S600029126-RA
N5.HOG0000649,Silurus_asotus---mrna.C0J50_12132
N5.HOG0000650,Sphaeramia_orbicularis---id-LOC115439480
N5.HOG0000651,Betta_splendens---id-LOC114866185
N5.HOG0000652,Caranx_melampygus---mRNA24746
N5.HOG0000653,Pimephales_promelas---rna-XM_039685209.1
N5.HOG0000654,Monopterus_albus---rna-XM_020586916.1
N5.HOG0000655,Prochilodus_magdalenae---PM_09411
N5.HOG0000656,Engraulis_encrasicolus---rna-XM_063217316.1
N5.HOG0000657,Anabarilius_grahami---mrna.DPX16_12862
N5.HOG0000658,Engraulis_encrasicolus---id-LOC134443118
N5.HOG0000659,Coregonus_clupeaformis---rna-XM_045218195.1
N5.HOG0000660,Osmerus_eperlanus---rna-XM_062447622.1
N5.HOG0000661,Oncorhynchus_gorbuscha---rna-XM_046299559.1
N5.HOG0000662,Prochilodus_magdalenae---PM_08597
N5.HOG0000663,Paramormyrops_kingsleyae---id-LOC111845707
N5.HOG0000664,Oncorhynchus_mykiss---rna-XM_036958467.1
N5.HOG0000665,Megalobrama_amblycephala---rna-XM_048175564.1
N5.HOG0000666,Salvelinus_fontinalis---rna-XM_055905302.1
N5.HOG0000667,Electrophorus_voltai---E.voltai_02446
N5.HOG0000668,Lampris_incognitus---rna-XM_056273152.1
N5.HOG0000669,Clupea_harengus---rna-XM_031580141.2
N5.HOG0000670,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS4411017
N5.HOG0000671,Electrona_antarctica---g14988.t1
N5.HOG0000672,Channa_striata---evm.model.LG01.1481
N5.HOG0000673,Seriola_dumerili---rna-XM_022758723.1
N5.HOG0000674,Hoplostethus_atlanticus---g9787.t1
N5.HOG0000675,Epinephelus_fuscoguttatus---rna-XM_049597306.1
N5.HOG0000676,Channa_striata---evm.model.LG01.624
N5.HOG0000677,Centropristis_striata---rna-XM_059355859.1
N5.HOG0000678,Collichthys_lucidus---mrna_D9C73_004664
N5.HOG0000679,Nibea_albiflora---Mianyu0007385
N5.HOG0000680,Trematomus_bernacchii---rna-XM_034119063.1
N5.HOG0000681,Nibea_albiflora---Mianyu0007341
N5.HOG0000682,Dissostichus_mawsoni---DM00017388-RA
N5.HOG0000683,Dissostichus_mawsoni---DM00001792-RA
N5.HOG0000684,Anarrhichthys_ocellatus---rna-XM_031849693.1
N5.HOG0000685,Anabarilius_grahami---mrna.DPX16_14534
N5.HOG0000686,Menidia_menidia---rna-MMEN_LOCUS15897
N5.HOG0000687,Alosa_sapidissima---rna-XM_042076286.1
N5.HOG0000688,Albula_glossodonta---mRNA3514
N5.HOG0000689,Morone_saxatilis---rna-XM_035673612.1
N5.HOG0000690,Labeo_rohita---rna-XM_051106611.1
N5.HOG0000691,Anabarilius_grahami---mrna.DPX16_16748
N5.HOG0000692,Alosa_alosa---rna-XM_048239532.1
N5.HOG0000693,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS3333110
N5.HOG0000694,Centropristis_striata---rna-XM_059355851.1
N5.HOG0000695,Scortum_barcoo---S.barcoo_07521
N5.HOG0000696,Lates_calcarifer---rna-XM_051078040.1
N5.HOG0000697,Scortum_barcoo---S.barcoo_24977
N5.HOG0000698,Channa_striata---evm.model.LG01.1475
N5.HOG0000699,Xyrichtys_novacula---rna-XNOV1_A022714
N5.HOG0000700,Gasterosteus_aculeatus_aculeatus---rna-XM_040205148.1
N5.HOG0000701,Electrona_antarctica---g20442.t1
N5.HOG0000702,Cyclopterus_lumpus---rna-XM_034533277.1
N5.HOG0000703,Myripristis_murdjan---rna-XM_030044138.1
N5.HOG0000704,Collichthys_lucidus---mrna_D9C73_023460
N5.HOG0000705,Lutjanus_argentimaculatus---g14835.t1
N5.HOG0000706,Channa_striata---evm.model.LG01.1649
N5.HOG0000707,Myripristis_murdjan---rna-XM_030063818.1
N5.HOG0000708,Channa_striata---evm.model.LG01.1598
N5.HOG0000709,Hypomesus_transpacificus---rna-XM_047023683.1
N5.HOG0000710,Cirrhinus_molitorella---evm.model.Chr03.1228
N5.HOG0000711,Prochilodus_magdalenae---PM_23465
N5.HOG0000712,Pangasius_djambal---PDJAM_T00209180
N5.HOG0000713,Cirrhinus_molitorella---evm.model.Chr06.465
N5.HOG0000714,Hypomesus_transpacificus---rna-XM_047023280.1
N5.HOG0000715,Oncorhynchus_gorbuscha---rna-XM_046336314.1
N5.HOG0000716,Conger_conger---rna-XM_061223961.1
N5.HOG0000717,Megalops_cyprinoides---rna-XM_036545875.1
N5.HOG0000718,Aldrovandia_affinis---mrna.AAFF_T00136590
N5.HOG0000719,Synaphobranchus_kaupii---mrna.SKAU_T00400880
N5.HOG0000720,Danionella_translucida---DT27022-RC
N5.HOG0000721,Onychostoma_macrolepis---rna-XM_058772818.1
N5.HOG0000722,Channa_striata---evm.model.LG01.557
N5.HOG0000723,Coregonus_clupeaformis---rna-XM_041852970.2
N5.HOG0000724,Salmo_salar---rna-XM_014160269.2
N5.HOG0000725,Oncorhynchus_gorbuscha---rna-XM_046364021.1
N5.HOG0000726,Dallia_pectoralis---mrna.DPEC_T00054560
N5.HOG0000727,Prochilodus_magdalenae---PM_29174
N5.HOG0000728,Coregonus_suidteri---mrna.J4Q44_T00245200
N5.HOG0000729,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS2772149
N5.HOG0000730,Oncorhynchus_tshawytscha---rna-XM_024424434.2
N5.HOG0000731,Ameiurus_melas---AMELA_T00144050
N5.HOG0000732,Chanos_chanos---rna-XM_030784633.1
N5.HOG0000733,Colossoma_macropomum---rna-XM_036592241.1
N5.HOG0000734,Sardina_pilchardus---rna-XM_062535116.1
N5.HOG0000735,Astyanax_mexicanus---rna-XM_022674471.2
N5.HOG0000736,Chanos_chanos---rna-XM_030785450.1
N5.HOG0000737,Chelmon_rostratus---rna-XM_041959371.1
N5.HOG0000738,Megalops_cyprinoides---rna-XM_036518587.1
N5.HOG0000739,Megalops_cyprinoides---rna-XM_036539358.1
N5.HOG0000740,Anguilla_anguilla---rna-XM_035421568.1
N5.HOG0000741,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS1016407
N5.HOG0000742,Salvelinus_namaycush---rna-XM_038980781.1
N5.HOG0000743,Gasterosteus_aculeatus_aculeatus---rna-XM_040190069.1
N5.HOG0000744,Brienomyrus_brachyistius---rna-XM_048992307.1
N5.HOG0000745,Osmerus_eperlanus---rna-XM_062483646.1
N5.HOG0000746,Tetraodon_nigroviridis---gene-GSTEN_00012494_G_001
N5.HOG0000747,Pangasianodon_gigas---PGIGA_T00138610
N5.HOG0000748,Megalops_atlanticus---MATL_T00186870
N5.HOG0000749,Albula_glossodonta---mRNA4207
N5.HOG0000750,Gymnothorax_javanicus---GJAV_T00246640
N5.HOG0000751,Labeo_rohita---rna-XM_051134411.1
N5.HOG0000752,Coryphaenoides_rupestris---CRUPGENE085013-RA
N5.HOG0000753,Aplochiton_taeniatus---g37466.t1
N5.HOG0000754,Crenichthys_baileyi---CRENBAI_019395-T1_mrna
N5.HOG0000755,Micropterus_salmoides---rna-XM_038710073.1
N5.HOG0000756,Paramormyrops_kingsleyae---rna-XM_023830124.1
N5.HOG0000757,Oreochromis_niloticus---rna-XM_025905730.1
N5.HOG0000758,Caranx_melampygus---mRNA12222
N5.HOG0000759,Coryphaenoides_rupestris---CRUPGENE010593-RA
N5.HOG0000760,Anguilla_anguilla---rna-XM_035403310.1
N5.HOG0000761,Cyprinodon_tularosa---rna-XM_038287339.1
N5.HOG0000762,Crenichthys_baileyi---CRENBAI_019433-T1_mrna
N5.HOG0000763,Sphaeramia_orbicularis---rna-XM_030140976.1
N5.HOG0000764,Oryzias_latipes---rna-XM_023948912.1
N5.HOG0000765,Boleophthalmus_pectinirostris---rna-XM_055156776.1
N5.HOG0000766,Dissostichus_mawsoni---DM00001686-RA
N5.HOG0000767,Scortum_barcoo---S.barcoo_17012
N5.HOG0000768,Carassius_gibelio---rna-XM_052540788.1
N5.HOG0000769,Paramormyrops_kingsleyae---rna-XM_023830111.1
N5.HOG0000770,Paramormyrops_kingsleyae---rna-XM_023834261.1
N5.HOG0000771,Gymnothorax_javanicus---GJAV_T00192970
N5.HOG0000772,Synaphobranchus_kaupii---mrna.SKAU_T00104100
N5.HOG0000773,Scleropages_formosus---rna-XM_029249894.1
N5.HOG0000774,Anguilla_anguilla---rna-XM_035388640.1
N5.HOG0000775,Brienomyrus_brachyistius---rna-XM_048983609.1
N5.HOG0000776,Albula_goreensis---AGOR_T00139920
N5.HOG0000777,Coryphaenoides_rupestris---CRUPGENE075503-RA
N5.HOG0000778,Megalops_atlanticus---MATL_T00014620
N5.HOG0000779,Scleropages_formosus---rna-XM_029258427.1
N5.HOG0000780,Menidia_menidia---rna-MMEN_LOCUS11786
N5.HOG0000781,Cirrhinus_molitorella---evm.model.Chr01.1580
N5.HOG0000782,Myripristis_murdjan---rna-XM_030066393.1
N5.HOG0000783,Silurus_asotus---mrna.C0J50_12505
N5.HOG0000784,Conger_conger---rna-XM_061216518.1
N5.HOG0000785,Scleropages_formosus---rna-XM_018748492.2
N5.HOG0000786,Centropristis_striata---rna-XM_059332178.1
N5.HOG0000787,Xyrauchen_texanus---rna-XM_052152168.1
N5.HOG0000788,Myxocyprinus_asiaticus---rna-XM_051723990.1
N5.HOG0000789,Ameiurus_melas---AMELA_T00268200
N5.HOG0000790,Sardina_pilchardus---rna-XM_062553078.1
N5.HOG0000791,Paramormyrops_kingsleyae---rna-XM_023821302.1
N5.HOG0000792,Prochilodus_magdalenae---PM_16970
N5.HOG0000793,Hemibagrus_guttatus---male_20334
N5.HOG0000794,Epinephelus_moara---rna-XM_050063250.1
N5.HOG0000795,Scortum_barcoo---S.barcoo_18680
N5.HOG0000796,Prochilodus_magdalenae---PM_21881
N5.HOG0000797,Anguilla_anguilla---rna-XM_035385676.1
N5.HOG0000798,Carassius_gibelio---rna-XM_052531289.1
N5.HOG0000799,Rhinichthys_klamathensis_goyatoka---rna-XM_056264067.1
N5.HOG0000800,Hypomesus_transpacificus---rna-XM_047051908.1
N5.HOG0000801,Oryzias_melastigma---rna-XM_036214973.1
N5.HOG0000802,Stegastes_partitus---rna-XM_008305437.1
N5.HOG0000803,Plectropomus_leopardus---rna-XM_042486331.1
N5.HOG0000804,Gadus_morhua---rna-XM_030380472.1
N5.HOG0000805,Siniperca_chuatsi---rna-XM_044203776.1
N5.HOG0000806,Coregonus_sp_balchen---gene-CSTEINMANNI_LOCUS4188007
N5.HOG0000807,Centropristis_striata---rna-XM_059331117.1
N5.HOG0000808,Lateolabrax_maculatus---g6407.t1
N5.HOG0000809,Centroberyx_gerrardi---g3923.t1
N5.HOG0000810,Labrus_bergylta---rna-XM_029277787.1
N5.HOG0000811,Cynoglossus_semilaevis---rna-XM_025054972.1
N5.HOG0000812,Cirrhinus_molitorella---evm.model.Chr11.685
N5.HOG0000813,Sphaeramia_orbicularis---rna-XM_030151352.1
N5.HOG0000814,Osmerus_eperlanus---rna-XM_062473925.1
N5.HOG0000815,Antennarius_maculatus---g11827.t1
N5.HOG0000816,Lampris_incognitus---rna-XM_056283698.1
N5.HOG0000817,Siniperca_chuatsi---rna-XM_044203781.1
N5.HOG0000818,Melanotaenia_boesemani---rna-XM_041995020.1
N5.HOG0000819,Thunnus_maccoyii---rna-XM_042415063.1
N5.HOG0000820,Plectropomus_leopardus---rna-XM_042486443.1
N5.HOG0000821,Scomber_scombrus---rna-XM_062418495.1
N5.HOG0000822,Seriola_lalandi_dorsalis---rna-XM_023431510.1
N5.HOG0000823,Synaphobranchus_kaupii---mrna.SKAU_T00077830
N5.HOG0000824,Haplochromis_burtoni---rna-XM_005952485.1
N5.HOG0000825,Anguilla_anguilla---rna-XM_035385685.1
N5.HOG0000826,Solea_senegalensis---rna-XM_044020861.1
N5.HOG0000827,Gadus_macrocephalus---rna-XM_060074865.1
N5.HOG0000828,Megalops_cyprinoides---rna-XM_036536313.1
N5.HOG0000829,Micropterus_dolomieu---rna-XM_046042736.1
N5.HOG0000830,Micropterus_salmoides---rna-XM_038694242.1
N5.HOG0000831,Amphiprion_ocellaris---rna-XM_023299823.3
N5.HOG0000832,Cololabis_saira---rna-XM_061719501.1
N5.HOG0000833,Cyprinodon_tularosa---rna-XM_038293467.1
N5.HOG0000834,Engraulis_encrasicolus---rna-XM_063205297.1
