Gene stable ID	Human gene stable ID	Human gene name
ENSDARG00000091624	ENSG00000156096	UGT2B4
ENSDARG00000102363		
ENSDARG00000062951	ENSG00000140950	MEAK7
ENSDARG00000007804	ENSG00000183087	GAS6
ENSDARG00000016439	ENSG00000139514	SLC7A1
ENSDARG00000103659		
ENSDARG00000060991	ENSG00000100335	MIEF1
ENSDARG00000014348	ENSG00000081320	STK17B
ENSDARG00000045913	ENSG00000048544	MRPS10
ENSDARG00000058005	ENSG00000113924	HGD
ENSDARG00000026753	ENSG00000149403	GRIK4
ENSDARG00000012776	ENSG00000102038	SMARCA1
ENSDARG00000061603	ENSG00000154556	SORBS2
ENSDARG00000038321	ENSG00000172016	REG3A
ENSDARG00000038321	ENSG00000143954	REG3G
ENSDARG00000038321	ENSG00000115386	REG1A
ENSDARG00000038321	ENSG00000172023	REG1B
ENSDARG00000043635	ENSG00000103121	CMC2
ENSDARG00000016598	ENSG00000223572	CKMT1A
ENSDARG00000016598	ENSG00000237289	CKMT1B
ENSDARG00000011605	ENSG00000205593	DENND6B
ENSDARG00000075441	ENSG00000165816	VWA2
ENSDARG00000017658	ENSG00000173540	GMPPB
ENSDARG00000045541	ENSG00000179562	GCC1
ENSDARG00000078245	ENSG00000128242	GAL3ST1
ENSDARG00000101206		
ENSDARG00000079805	ENSG00000144834	TAGLN3
ENSDARG00000093877	ENSG00000166482	MFAP4
ENSDARG00000006283	ENSG00000106299	WASL
ENSDARG00000076981		
ENSDARG00000107511	ENSG00000137574	TGS1
ENSDARG00000012297	ENSG00000144191	CNGA3
ENSDARG00000043010	ENSG00000145349	CAMK2D
ENSDARG00000055416	ENSG00000021355	SERPINB1
ENSDARG00000007149	ENSG00000198910	L1CAM
ENSDARG00000095825		
ENSDARG00000003749	ENSG00000070501	POLB
ENSDARG00000101675	ENSG00000237541	HLA-DQA2
ENSDARG00000101675	ENSG00000196735	HLA-DQA1
ENSDARG00000089681	ENSG00000134717	BTF3L4
ENSDARG00000078578	ENSG00000173065	FAM222B
ENSDARG00000078807	ENSG00000148362	PAXX
ENSDARG00000041602	ENSG00000168288	MMADHC
ENSDARG00000103971	ENSG00000105929	ATP6V0A4
ENSDARG00000102264		
ENSDARG00000058011	ENSG00000004848	ARX
ENSDARG00000103979		
ENSDARG00000007842	ENSG00000152034	MCHR2
ENSDARG00000027391		
ENSDARG00000089217	ENSG00000246922	UBAP1L
ENSDARG00000045025	ENSG00000101052	IFT52
ENSDARG00000103663	ENSG00000131669	NINJ1
ENSDARG00000060854	ENSG00000136636	KCTD3
ENSDARG00000096843		
ENSDARG00000035852		
ENSDARG00000016721	ENSG00000073578	SDHA
ENSDARG00000099518		
ENSDARG00000100524	ENSG00000167972	ABCA3
ENSDARG00000088318	ENSG00000137073	UBAP2
ENSDARG00000102058		
ENSDARG00000043986	ENSG00000103037	SETD6
ENSDARG00000043857	ENSG00000120686	UFM1
ENSDARG00000038405		
ENSDARG00000079779	ENSG00000157927	RADIL
ENSDARG00000097637		
ENSDARG00000079731	ENSG00000197892	KIF13B
ENSDARG00000013207	ENSG00000148516	ZEB1
ENSDARG00000100620	ENSG00000149930	TAOK2
ENSDARG00000114534		
ENSDARG00000004167	ENSG00000264006	AKR1C8
ENSDARG00000004167	ENSG00000227471	AKR1B15
ENSDARG00000004167	ENSG00000151632	AKR1C2
ENSDARG00000004167	ENSG00000198610	AKR1C4
ENSDARG00000004167	ENSG00000162482	AKR7A3
ENSDARG00000004167	ENSG00000198074	AKR1B10
ENSDARG00000004167	ENSG00000196139	AKR1C3
ENSDARG00000004167	ENSG00000187134	AKR1C1
ENSDARG00000094819		
ENSDARG00000037097	ENSG00000003989	SLC7A2
ENSDARG00000037097	ENSG00000151012	SLC7A11
ENSDARG00000037097	ENSG00000164893	SLC7A13
ENSDARG00000011246	ENSG00000111615	KRR1
ENSDARG00000097292	ENSG00000225697	SLC26A6
ENSDARG00000102998	ENSG00000106290	TAF6
ENSDARG00000015998	ENSG00000198554	WDHD1
ENSDARG00000073810	ENSG00000186340	THBS2
ENSDARG00000018968	ENSG00000135503	ACVR1B
ENSDARG00000057410		
ENSDARG00000079219	ENSG00000171109	MFN1
ENSDARG00000058960	ENSG00000182447	OTOL1
ENSDARG00000068820	ENSG00000105968	H2AZ2
ENSDARG00000043404	ENSG00000241370	RPP21
ENSDARG00000076765	ENSG00000085788	DDHD2
ENSDARG00000037545		
ENSDARG00000097648	ENSG00000185742	C11orf87
ENSDARG00000100666	ENSG00000100393	EP300
ENSDARG00000068822	ENSG00000146676	PURB
ENSDARG00000095674	ENSG00000152558	TMEM123
ENSDARG00000078233	ENSG00000198561	CTNND1
ENSDARG00000003449	ENSG00000112541	PDE10A
ENSDARG00000087740		
ENSDARG00000055381	ENSG00000095739	BAMBI
ENSDARG00000091215		
ENSDARG00000018270	ENSG00000130558	OLFM1
ENSDARG00000088895		
ENSDARG00000070600	ENSG00000143479	DYRK3
ENSDARG00000006891	ENSG00000170745	KCNS3
ENSDARG00000058801	ENSG00000009413	REV3L
ENSDARG00000077467	ENSG00000100146	SOX10
ENSDARG00000006849	ENSG00000108684	ASIC2
ENSDARG00000098644		
ENSDARG00000032820	ENSG00000133105	RXFP2
ENSDARG00000019920	ENSG00000143768	LEFTY2
ENSDARG00000019920	ENSG00000243709	LEFTY1
ENSDARG00000096850		
ENSDARG00000021346	ENSG00000168291	PDHB
ENSDARG00000037373	ENSG00000133216	EPHB2
ENSDARG00000062919	ENSG00000116205	TCEANC2
ENSDARG00000008818		
ENSDARG00000042285	ENSG00000130270	ATP8B3
ENSDARG00000078659		
ENSDARG00000055920		
ENSDARG00000060338	ENSG00000183665	TRMT12
ENSDARG00000090778	ENSG00000100271	TTLL1
ENSDARG00000002971	ENSG00000129028	THAP10
ENSDARG00000002971	ENSG00000047634	SCML1
ENSDARG00000074754	ENSG00000165949	IFI27
ENSDARG00000074754	ENSG00000165948	IFI27L1
ENSDARG00000074754	ENSG00000126709	IFI6
ENSDARG00000032246		
ENSDARG00000098800	ENSG00000165512	ZNF22
ENSDARG00000100223		
ENSDARG00000005057	ENSG00000086189	DIMT1
ENSDARG00000077710	ENSG00000169760	NLGN1
ENSDARG00000016085	ENSG00000076770	MBNL3
ENSDARG00000092908		
ENSDARG00000062811	ENSG00000078589	P2RY10
ENSDARG00000070757		
ENSDARG00000056625	ENSG00000137672	TRPC6
ENSDARG00000040247	ENSG00000165621	OXGR1
ENSDARG00000008757	ENSG00000197586	ENTPD6
ENSDARG00000096711		
ENSDARG00000075141	ENSG00000167191	GPRC5B
ENSDARG00000101540	ENSG00000186895	FGF3
ENSDARG00000018726	ENSG00000176463	SLCO3A1
ENSDARG00000070839	ENSG00000067208	EVI5
ENSDARG00000044053	ENSG00000163032	VSNL1
ENSDARG00000062457	ENSG00000001497	LAS1L
ENSDARG00000037941		
ENSDARG00000040186	ENSG00000177150	FAM210A
ENSDARG00000086296		
ENSDARG00000079371		
ENSDARG00000004158	ENSG00000165548	TMEM63C
ENSDARG00000098622	ENSG00000105173	CCNE1
ENSDARG00000063258	ENSG00000143390	RFX5
ENSDARG00000025875	ENSG00000180901	KCTD2
ENSDARG00000023678		
ENSDARG00000005561	ENSG00000164347	GFM2
ENSDARG00000061216	ENSG00000169660	HEXD
ENSDARG00000052103	ENSG00000168393	DTYMK
ENSDARG00000060639	ENSG00000034053	APBA2
ENSDARG00000058003	ENSG00000103175	WFDC1
ENSDARG00000016584	ENSG00000182901	RGS7
ENSDARG00000104314	ENSG00000157168	NRG1
ENSDARG00000090914	ENSG00000283039	KLF18
ENSDARG00000090914	ENSG00000171872	KLF17
ENSDARG00000090914	ENSG00000266265	KLF14
ENSDARG00000079484	ENSG00000107147	KCNT1
ENSDARG00000018206		
ENSDARG00000055722	ENSG00000197580	BCO2
ENSDARG00000099339	ENSG00000165912	PACSIN3
ENSDARG00000013871	ENSG00000100170	SLC5A1
ENSDARG00000035148	ENSG00000160991	ORAI2
ENSDARG00000058354	ENSG00000198843	SELENOT
ENSDARG00000104108		
ENSDARG00000079823	ENSG00000134056	KGD4
ENSDARG00000042332		
ENSDARG00000022845	ENSG00000121897	LIAS
ENSDARG00000037091	ENSG00000104763	ASAH1
ENSDARG00000059817	ENSG00000150712	MTMR12
ENSDARG00000074772		
ENSDARG00000036903	ENSG00000146243	IRAK1BP1
ENSDARG00000091860		
ENSDARG00000017220	ENSG00000264522	OTUD7B
ENSDARG00000029463	ENSG00000153317	ASAP1
ENSDARG00000069339	ENSG00000162065	TBC1D24
ENSDARG00000018321	ENSG00000138136	LBX1
ENSDARG00000018321	ENSG00000179528	LBX2
ENSDARG00000075593	ENSG00000206557	TRIM71
ENSDARG00000092792		
ENSDARG00000086247		
ENSDARG00000018618	ENSG00000111605	CPSF6
ENSDARG00000019556	ENSG00000103249	CLCN7
ENSDARG00000013708	ENSG00000114374	USP9Y
ENSDARG00000013708	ENSG00000124486	USP9X
ENSDARG00000093313		
ENSDARG00000045131	ENSG00000172201	ID4
ENSDARG00000032653	ENSG00000139146	SINHCAF
ENSDARG00000035890	ENSG00000179163	FUCA1
ENSDARG00000039390	ENSG00000154079	SDHAF4
ENSDARG00000097528		
ENSDARG00000056015	ENSG00000159184	HOXB13
ENSDARG00000074363	ENSG00000133985	TTC9
ENSDARG00000033604	ENSG00000163956	LRPAP1
ENSDARG00000079401		
ENSDARG00000044574	ENSG00000144642	RBMS3
ENSDARG00000078348	ENSG00000100207	TCF20
ENSDARG00000069627		
ENSDARG00000060687	ENSG00000173575	CHD2
ENSDARG00000039335		
ENSDARG00000087529	ENSG00000160117	ANKLE1
ENSDARG00000077872		
ENSDARG00000033855	ENSG00000144580	CNOT9
ENSDARG00000021059	ENSG00000023330	ALAS1
ENSDARG00000077469	ENSG00000125630	POLR1B
ENSDARG00000113800		
ENSDARG00000035629	ENSG00000197702	PARVA
ENSDARG00000055833	ENSG00000172016	REG3A
ENSDARG00000055833	ENSG00000143954	REG3G
ENSDARG00000055833	ENSG00000115386	REG1A
ENSDARG00000055833	ENSG00000172023	REG1B
ENSDARG00000056378		
ENSDARG00000013856		
ENSDARG00000070037	ENSG00000135824	RGS8
ENSDARG00000070037	ENSG00000143333	RGS16
ENSDARG00000045493	ENSG00000175782	SLC35E3
ENSDARG00000078093	ENSG00000154997	SEPTIN14
ENSDARG00000091136		
ENSDARG00000078042	ENSG00000142166	IFNAR1
ENSDARG00000038882	ENSG00000113810	SMC4
ENSDARG00000030097	ENSG00000125775	SDCBP2
ENSDARG00000031463	ENSG00000134207	SYT6
ENSDARG00000053135	ENSG00000179002	TAS1R2
ENSDARG00000062152	ENSG00000167670	CHAF1A
ENSDARG00000044751	ENSG00000099977	DDT
ENSDARG00000044751	ENSG00000099974	DDTL
ENSDARG00000075528	ENSG00000232859	LYRM9
ENSDARG00000105206	ENSG00000113161	HMGCR
ENSDARG00000062978	ENSG00000198003	ODAD3
ENSDARG00000042623	ENSG00000182827	ACBD3
ENSDARG00000037002	ENSG00000181026	AEN
ENSDARG00000036066	ENSG00000156006	NAT2
ENSDARG00000036066	ENSG00000171428	NAT1
ENSDARG00000104678		
ENSDARG00000090822	ENSG00000151552	QDPR
ENSDARG00000057273	ENSG00000012779	ALOX5
ENSDARG00000054454	ENSG00000116106	EPHA4
ENSDARG00000037261	ENSG00000099810	MTAP
ENSDARG00000095913		
ENSDARG00000092523		
ENSDARG00000094281		
ENSDARG00000061916	ENSG00000171729	TMEM51
ENSDARG00000042319	ENSG00000170779	CDCA4
ENSDARG00000105112		
ENSDARG00000101292		
ENSDARG00000078297		
ENSDARG00000001014	ENSG00000100345	MYH9
ENSDARG00000031637	ENSG00000152520	PAN3
ENSDARG00000017111	ENSG00000137414	FAM8A1
ENSDARG00000068702	ENSG00000183060	LYSMD4
ENSDARG00000069763		
ENSDARG00000042065	ENSG00000189369	GSPT2
ENSDARG00000042065	ENSG00000158417	EIF5B
ENSDARG00000011886	ENSG00000116703	PDC
ENSDARG00000057323	ENSG00000129173	E2F8
ENSDARG00000033999	ENSG00000095596	CYP26A1
ENSDARG00000097959		
ENSDARG00000045612	ENSG00000198812	LRRC10
ENSDARG00000017199	ENSG00000134759	ELP2
ENSDARG00000078970		
ENSDARG00000078781	ENSG00000137309	HMGA1
ENSDARG00000011613	ENSG00000131051	RBM39
ENSDARG00000000837	ENSG00000130340	SNX9
ENSDARG00000088252		
ENSDARG00000069563		
ENSDARG00000060041	ENSG00000105486	LIG1
ENSDARG00000086283	ENSG00000162852	CNST
ENSDARG00000030530	ENSG00000112499	SLC22A2
ENSDARG00000006065	ENSG00000144331	ZNF385B
ENSDARG00000040433		
ENSDARG00000007418	ENSG00000164695	CHMP4C
ENSDARG00000069503		
ENSDARG00000044414		
ENSDARG00000074902		
ENSDARG00000027065	ENSG00000188338	SLC38A3
ENSDARG00000055813	ENSG00000158485	CD1B
ENSDARG00000055813	ENSG00000158481	CD1C
ENSDARG00000055813	ENSG00000158477	CD1A
ENSDARG00000055813	ENSG00000158473	CD1D
ENSDARG00000055813	ENSG00000158488	CD1E
ENSDARG00000022085		
ENSDARG00000005392	ENSG00000105641	SLC5A5
ENSDARG00000062955	ENSG00000154511	DIPK1A
ENSDARG00000097928		
ENSDARG00000051921	ENSG00000145740	SLC30A5
ENSDARG00000076834	ENSG00000181350	LRRC75A
ENSDARG00000100582		
ENSDARG00000101120	ENSG00000101350	KIF3B
ENSDARG00000062258	ENSG00000114098	ARMC8
ENSDARG00000043198		
ENSDARG00000096651	ENSG00000125734	GPR108
ENSDARG00000046007	ENSG00000133069	TMCC2
ENSDARG00000039062	ENSG00000171160	MORN4
ENSDARG00000051916	ENSG00000134058	CDK7
ENSDARG00000101144	ENSG00000177054	ZDHHC13
ENSDARG00000094408	ENSG00000166482	MFAP4
ENSDARG00000021647		
ENSDARG00000002682	ENSG00000154114	TBCEL
ENSDARG00000096095		
ENSDARG00000010002		
ENSDARG00000100825		
ENSDARG00000090473		
ENSDARG00000055151	ENSG00000143499	SMYD2
ENSDARG00000042187	ENSG00000100796	PPP4R3A
ENSDARG00000060785	ENSG00000126773	PCNX4
ENSDARG00000069834	ENSG00000006757	PNPLA4
ENSDARG00000098296	ENSG00000157399	ARSL
ENSDARG00000098296	ENSG00000062096	ARSF
ENSDARG00000077047	ENSG00000054356	PTPRN
ENSDARG00000078890	ENSG00000163625	WDFY3
ENSDARG00000061736	ENSG00000151150	ANK3
ENSDARG00000058566		
ENSDARG00000088492	ENSG00000119397	CNTRL
ENSDARG00000001210	ENSG00000152219	ARL14EP
ENSDARG00000096586	ENSG00000166482	MFAP4
ENSDARG00000061454		
ENSDARG00000041450	ENSG00000103769	RAB11A
ENSDARG00000100179		
ENSDARG00000070344		
ENSDARG00000026338		
ENSDARG00000059163	ENSG00000265203	RBP3
ENSDARG00000009020	ENSG00000118432	CNR1
ENSDARG00000029105		
ENSDARG00000028478	ENSG00000185432	TMT1A
ENSDARG00000044400	ENSG00000152763	DNAI4
ENSDARG00000076962	ENSG00000158555	GDPD5
ENSDARG00000030094	ENSG00000172005	MAL
ENSDARG00000040442	ENSG00000166450	PRTG
ENSDARG00000059304	ENSG00000106153	CHCHD2
ENSDARG00000100406	ENSG00000162267	ITIH3
ENSDARG00000025943		
ENSDARG00000097206		
ENSDARG00000091930		
ENSDARG00000003181	ENSG00000197165	SULT1A2
ENSDARG00000003181	ENSG00000196502	SULT1A1
ENSDARG00000003181	ENSG00000261052	SULT1A3
ENSDARG00000003181	ENSG00000213648	SULT1A4
ENSDARG00000003181	ENSG00000105398	SULT2A1
ENSDARG00000003181	ENSG00000109193	SULT1E1
ENSDARG00000054122	ENSG00000182107	TMEM30B
ENSDARG00000089556		
ENSDARG00000045914		
ENSDARG00000035655	ENSG00000164754	RAD21
ENSDARG00000105153	ENSG00000206013	IFITM5
ENSDARG00000095687	ENSG00000115317	HTRA2
ENSDARG00000058945	ENSG00000205669	ACOT6
ENSDARG00000058945	ENSG00000184227	ACOT1
ENSDARG00000058945	ENSG00000119673	ACOT2
ENSDARG00000058945	ENSG00000177465	ACOT4
ENSDARG00000020015	ENSG00000090263	MRPS33
ENSDARG00000076620	ENSG00000127220	ABHD8
ENSDARG00000099395	ENSG00000134508	CABLES1
ENSDARG00000057577	ENSG00000012174	MBTPS2
ENSDARG00000037244	ENSG00000173264	GPR137
ENSDARG00000014148	ENSG00000148297	MED22
ENSDARG00000055133	ENSG00000117724	CENPF
ENSDARG00000013623	ENSG00000165637	VDAC2
ENSDARG00000022599	ENSG00000123992	DNPEP
ENSDARG00000105502	ENSG00000184357	H1-5
ENSDARG00000074635	ENSG00000165029	ABCA1
ENSDARG00000079202	ENSG00000129484	PARP2
ENSDARG00000060926	ENSG00000116514	RNF19B
ENSDARG00000058892		
ENSDARG00000095739		
ENSDARG00000054649		
ENSDARG00000001781	ENSG00000110900	TSPAN11
ENSDARG00000101849	ENSG00000006831	ADIPOR2
ENSDARG00000099014		
ENSDARG00000006477	ENSG00000197312	DDI2
ENSDARG00000006477	ENSG00000170967	DDI1
ENSDARG00000076718	ENSG00000180228	PRKRA
ENSDARG00000056438	ENSG00000188290	HES4
ENSDARG00000017254	ENSG00000135750	KCNK1
ENSDARG00000101281	ENSG00000145244	CORIN
ENSDARG00000016470	ENSG00000164111	ANXA5
ENSDARG00000069375		
ENSDARG00000094526	ENSG00000171435	KSR2
ENSDARG00000003706	ENSG00000198626	RYR2
ENSDARG00000021664	ENSG00000104290	FZD3
ENSDARG00000109646	ENSG00000131351	HAUS8
ENSDARG00000024160	ENSG00000101323	HAO1
ENSDARG00000034178	ENSG00000071894	CPSF1
ENSDARG00000026630	ENSG00000075413	MARK3
ENSDARG00000056334	ENSG00000119684	MLH3
ENSDARG00000026329	ENSG00000137962	ARHGAP29
ENSDARG00000054218	ENSG00000182327	GLTPD2
ENSDARG00000054218	ENSG00000224051	CPTP
ENSDARG00000078571	ENSG00000178252	WDR6
ENSDARG00000113889		
ENSDARG00000038005	ENSG00000104973	MED25
ENSDARG00000038005	ENSG00000104960	PTOV1
ENSDARG00000060089	ENSG00000095564	BTAF1
ENSDARG00000045416	ENSG00000154889	MPPE1
ENSDARG00000045835		
ENSDARG00000035796	ENSG00000062038	CDH3
ENSDARG00000094204	ENSG00000070061	ELP1
ENSDARG00000022983	ENSG00000024862	CCDC28A
ENSDARG00000055252	ENSG00000092531	SNAP23
ENSDARG00000005606	ENSG00000157212	PAXIP1
ENSDARG00000079742	ENSG00000053524	MCF2L2
ENSDARG00000044253	ENSG00000163291	PAQR3
ENSDARG00000041098	ENSG00000043039	BARX2
ENSDARG00000053087	ENSG00000177000	MTHFR
ENSDARG00000076689	ENSG00000089351	GRAMD1A
ENSDARG00000075129	ENSG00000181991	MRPS11
ENSDARG00000022615	ENSG00000053747	LAMA3
ENSDARG00000062916	ENSG00000116221	MRPL37
ENSDARG00000071491	ENSG00000174004	NRROS
ENSDARG00000029865	ENSG00000101265	RASSF2
ENSDARG00000057714		
ENSDARG00000006786	ENSG00000005243	COPZ2
ENSDARG00000076223		
ENSDARG00000086826	ENSG00000138068	SULT6B1
ENSDARG00000004771	ENSG00000088448	ANKRD10
ENSDARG00000079234		
ENSDARG00000090309	ENSG00000162191	UBXN1
ENSDARG00000056047	ENSG00000188747	NOXA1
ENSDARG00000042688	ENSG00000136122	BORA
ENSDARG00000076939		
ENSDARG00000104396		
ENSDARG00000041530	ENSG00000171960	PPIH
ENSDARG00000043403		
ENSDARG00000063021	ENSG00000129197	RPAIN
ENSDARG00000037998	ENSG00000137312	FLOT1
ENSDARG00000068409		
ENSDARG00000002339	ENSG00000176476	SGF29
ENSDARG00000039477	ENSG00000167014	TERB2
ENSDARG00000069432	ENSG00000114698	PLSCR4
ENSDARG00000069432	ENSG00000163746	PLSCR2
ENSDARG00000069432	ENSG00000187838	PLSCR3
ENSDARG00000004735	ENSG00000153187	HNRNPU
ENSDARG00000059841	ENSG00000171311	EXOSC1
ENSDARG00000102554	ENSG00000171124	FUT3
ENSDARG00000102554	ENSG00000130383	FUT5
ENSDARG00000102554	ENSG00000156413	FUT6
ENSDARG00000090634	ENSG00000186577	SMIM29
ENSDARG00000077938	ENSG00000125810	CD93
ENSDARG00000079350	ENSG00000175105	ZNF654
ENSDARG00000003829	ENSG00000143641	GALNT2
ENSDARG00000020284		
ENSDARG00000091836	ENSG00000165806	CASP7
ENSDARG00000068629		
ENSDARG00000095410	ENSG00000154997	SEPTIN14
ENSDARG00000020913	ENSG00000136271	DDX56
ENSDARG00000031494	ENSG00000204469	PRRC2A
ENSDARG00000070597	ENSG00000188783	PRELP
ENSDARG00000001303	ENSG00000204264	PSMB8
ENSDARG00000099493		
ENSDARG00000058390	ENSG00000123130	ACOT9
ENSDARG00000056338	ENSG00000055070	SZRD1
ENSDARG00000088923		
ENSDARG00000005989	ENSG00000143344	RGL1
ENSDARG00000100129		
ENSDARG00000078912		
ENSDARG00000089529	ENSG00000100418	DESI1
ENSDARG00000045484	ENSG00000151065	DCP1B
ENSDARG00000038290	ENSG00000100296	THOC5
ENSDARG00000008255	ENSG00000113300	CNOT6
ENSDARG00000014479	ENSG00000168267	PTF1A
ENSDARG00000061398	ENSG00000095203	EPB41L4B
ENSDARG00000001769	ENSG00000132670	PTPRA
ENSDARG00000061051	ENSG00000162670	BRINP3
ENSDARG00000102899		
ENSDARG00000058414	ENSG00000242252	BGLAP
ENSDARG00000015649	ENSG00000123728	RAP2C
ENSDARG00000029671		
ENSDARG00000002347	ENSG00000140459	CYP11A1
ENSDARG00000088560	ENSG00000109066	TMEM104
ENSDARG00000056623	ENSG00000171862	PTEN
ENSDARG00000026137	ENSG00000144040	SFXN5
ENSDARG00000010083	ENSG00000167281	RBFOX3
ENSDARG00000068865		
ENSDARG00000115311		
ENSDARG00000067537		
ENSDARG00000044613	ENSG00000173372	C1QA
ENSDARG00000043035	ENSG00000092529	CAPN3
ENSDARG00000026548	ENSG00000155016	CYP2U1
ENSDARG00000036774		
ENSDARG00000006900	ENSG00000178035	IMPDH2
ENSDARG00000018491	ENSG00000155660	PDIA4
ENSDARG00000015567	ENSG00000152977	ZIC1
ENSDARG00000094522		
ENSDARG00000069011	ENSG00000177106	EPS8L2
ENSDARG00000013415	ENSG00000160789	LMNA
ENSDARG00000037350	ENSG00000163682	RPL9
ENSDARG00000104024	ENSG00000185298	CCDC137
ENSDARG00000086393	ENSG00000109851	DBX1
ENSDARG00000076297	ENSG00000072736	NFATC3
ENSDARG00000109993		
ENSDARG00000042147	ENSG00000117222	RBBP5
ENSDARG00000044094	ENSG00000131459	GFPT2
ENSDARG00000087555	ENSG00000070814	TCOF1
ENSDARG00000013016	ENSG00000115350	POLE4
ENSDARG00000003789	ENSG00000170456	DENND5B
ENSDARG00000028539	ENSG00000133422	MORC2
ENSDARG00000011597	ENSG00000168488	ATXN2L
ENSDARG00000086052		
ENSDARG00000074217		
ENSDARG00000019396	ENSG00000111404	RERGL
ENSDARG00000101816		
ENSDARG00000024204	ENSG00000112118	MCM3
ENSDARG00000016516	ENSG00000265241	RBM8A
ENSDARG00000006901	ENSG00000106624	AEBP1
ENSDARG00000089402	ENSG00000116871	MAP7D1
ENSDARG00000054793	ENSG00000161671	EMC10
ENSDARG00000012848	ENSG00000177479	ARIH2
ENSDARG00000016765	ENSG00000116521	SCAMP3
ENSDARG00000104089	ENSG00000141696	P3H4
ENSDARG00000005284	ENSG00000107872	FBXL15
ENSDARG00000097215		
ENSDARG00000062297	ENSG00000057252	SOAT1
ENSDARG00000007943		
ENSDARG00000070437	ENSG00000116251	RPL22
ENSDARG00000014910	ENSG00000110218	PANX1
ENSDARG00000044852	ENSG00000183066	WBP2NL
ENSDARG00000056741	ENSG00000161956	SENP3
ENSDARG00000053133	ENSG00000198488	B3GNT6
ENSDARG00000074712		
ENSDARG00000074271		
ENSDARG00000063649	ENSG00000007866	TEAD3
ENSDARG00000036045	ENSG00000181195	PENK
ENSDARG00000007788	ENSG00000070961	ATP2B1
ENSDARG00000056008		
ENSDARG00000040177		
ENSDARG00000075924		
ENSDARG00000074548	ENSG00000116809	ZBTB17
ENSDARG00000024964	ENSG00000132849	PATJ
ENSDARG00000011573		
ENSDARG00000036940	ENSG00000174080	CTSF
ENSDARG00000036940	ENSG00000172543	CTSW
ENSDARG00000036940	ENSG00000137251	TINAG
ENSDARG00000036940	ENSG00000135047	CTSL
ENSDARG00000036940	ENSG00000136943	CTSV
ENSDARG00000062476	ENSG00000174446	SNAPC5
ENSDARG00000035605		
ENSDARG00000069009	ENSG00000198912	C1orf174
ENSDARG00000026799	ENSG00000101945	SUV39H1
ENSDARG00000059276	ENSG00000170166	HOXD4
ENSDARG00000095696		
ENSDARG00000075598		
ENSDARG00000099076		
ENSDARG00000098837	ENSG00000104055	TGM5
ENSDARG00000098837	ENSG00000159495	TGM7
ENSDARG00000098837	ENSG00000166948	TGM6
ENSDARG00000098837	ENSG00000166947	EPB42
ENSDARG00000098837	ENSG00000125780	TGM3
ENSDARG00000089976	ENSG00000129128	SPCS3
ENSDARG00000086762	ENSG00000105928	GSDME
ENSDARG00000058225		
ENSDARG00000015860	ENSG00000104643	MTMR9
ENSDARG00000041362	ENSG00000147457	CHMP7
ENSDARG00000061233	ENSG00000114770	ABCC5
ENSDARG00000045364	ENSG00000054116	TRAPPC3
ENSDARG00000053190	ENSG00000100626	GALNT16
ENSDARG00000092233		
ENSDARG00000060322	ENSG00000137959	IFI44L
ENSDARG00000060322	ENSG00000137965	IFI44
ENSDARG00000069708		
ENSDARG00000011594	ENSG00000099956	SMARCB1
ENSDARG00000020529	ENSG00000131373	HACL1
ENSDARG00000099612		
ENSDARG00000062519	ENSG00000091262	ABCC6
ENSDARG00000073808	ENSG00000148225	WDR31
ENSDARG00000068967		
ENSDARG00000063140	ENSG00000187609	EXD3
ENSDARG00000045373	ENSG00000100836	PABPN1
ENSDARG00000070000	ENSG00000265972	TXNIP
ENSDARG00000069129		
ENSDARG00000052903	ENSG00000114993	RTKN
ENSDARG00000061742	ENSG00000104859	CLASRP
ENSDARG00000044047	ENSG00000146409	SLC18B1
ENSDARG00000089480		
ENSDARG00000062045	ENSG00000169306	IL1RAPL1
ENSDARG00000038069	ENSG00000128268	MGAT3
ENSDARG00000026348	ENSG00000139631	CSAD
ENSDARG00000077327		
ENSDARG00000101679	ENSG00000166596	CFAP52
ENSDARG00000092578		
ENSDARG00000060340		
ENSDARG00000092667		
ENSDARG00000041137	ENSG00000167536	DHRS13
ENSDARG00000109991		
ENSDARG00000016056	ENSG00000158485	CD1B
ENSDARG00000016056	ENSG00000158481	CD1C
ENSDARG00000016056	ENSG00000158477	CD1A
ENSDARG00000016056	ENSG00000158473	CD1D
ENSDARG00000016056	ENSG00000158488	CD1E
ENSDARG00000010411	ENSG00000063245	EPN1
ENSDARG00000098270		
ENSDARG00000093972		
ENSDARG00000037675		
ENSDARG00000061042	ENSG00000136928	GABBR2
ENSDARG00000076106		
ENSDARG00000070230	ENSG00000136010	ALDH1L2
ENSDARG00000089814		
ENSDARG00000054849	ENSG00000105552	BCAT2
ENSDARG00000006754	ENSG00000171843	MLLT3
ENSDARG00000063624	ENSG00000168827	GFM1
ENSDARG00000042929	ENSG00000188735	TMEM120B
ENSDARG00000017615	ENSG00000164438	TLX3
ENSDARG00000002642	ENSG00000141985	SH3GL1
ENSDARG00000040926	ENSG00000185551	NR2F2
ENSDARG00000104485		
ENSDARG00000101130	ENSG00000123815	COQ8B
ENSDARG00000093413	ENSG00000164176	EDIL3
ENSDARG00000053836		
ENSDARG00000098361	ENSG00000015676	NUDCD3
ENSDARG00000045003	ENSG00000130300	PLVAP
ENSDARG00000003900		
ENSDARG00000044356	ENSG00000073282	TP63
