Gene stable ID	Gene name	Transcript stable ID	RefSeq mRNA predicted ID	Protein stable ID
ENSDARG00000078592	nomo	ENSDART00000153552	XM_002662315	ENSDARP00000128647
ENSDARG00000068678	iqcg	ENSDART00000175259	XM_002665355	ENSDARP00000144131
ENSDARG00000105657		ENSDART00000173567	XM_021477648	ENSDARP00000142691
ENSDARG00000023479		ENSDART00000134896	XM_021476399	ENSDARP00000120558
ENSDARG00000070958	pex6	ENSDART00000104613	XM_021469652	ENSDARP00000095384
ENSDARG00000070958	pex6	ENSDART00000104613	XM_001332616	ENSDARP00000095384
ENSDARG00000067925	sstr1b	ENSDART00000173746	XM_005172218	ENSDARP00000142871
ENSDARG00000078227	cspg4	ENSDART00000112782	XM_001923422	ENSDARP00000101583
ENSDARG00000005010		ENSDART00000131673	XM_005169549	ENSDARP00000116779
ENSDARG00000058470	mapk13	ENSDART00000081341	XM_001337797	ENSDARP00000075784
ENSDARG00000096990		ENSDART00000155893	XM_001343766	ENSDARP00000127483
ENSDARG00000042063	si:ch211-145c1.1	ENSDART00000139867	XM_017357755	ENSDARP00000120984
ENSDARG00000100296	pja2	ENSDART00000167660	XM_009301875	ENSDARP00000138079
ENSDARG00000101145		ENSDART00000157787	XM_009292346	ENSDARP00000138035
ENSDARG00000101145		ENSDART00000157787	XM_009292348	ENSDARP00000138035
ENSDARG00000101145		ENSDART00000157787	XM_009292351	ENSDARP00000138035
ENSDARG00000101145		ENSDART00000157787	XM_009292347	ENSDARP00000138035
ENSDARG00000101145		ENSDART00000157787	XM_009292349	ENSDARP00000138035
ENSDARG00000100747	GUCA1A	ENSDART00000158017	XM_002666130	ENSDARP00000132536
ENSDARG00000101145		ENSDART00000176517	XM_009292350	ENSDARP00000143511
ENSDARG00000105532	znf16l	ENSDART00000173929	XM_694039	ENSDARP00000142953
ENSDARG00000105782		ENSDART00000174244	XM_002663034	ENSDARP00000143024
ENSDARG00000105782		ENSDART00000174244	XM_009300204	ENSDARP00000143024
ENSDARG00000021336	pax4	ENSDART00000027919	XM_021475047	ENSDARP00000013792
ENSDARG00000016674		ENSDART00000153693	XM_001345494	ENSDARP00000127874
ENSDARG00000044091	pitpnab	ENSDART00000149362	XM_021479347	ENSDARP00000124103
ENSDARG00000038235		ENSDART00000055754	XM_017351821	ENSDARP00000055753
ENSDARG00000011410	AADAT	ENSDART00000019527	XM_681142	ENSDARP00000010437
ENSDARG00000094646	dyrk2	ENSDART00000186116	XM_005164641	ENSDARP00000149505
ENSDARG00000094646	dyrk2	ENSDART00000172552	XM_005164640	ENSDARP00000140216
ENSDARG00000037861	slc2a3b	ENSDART00000019941	XM_002667123	ENSDARP00000008780
ENSDARG00000028912		ENSDART00000134367	XM_017356951	ENSDARP00000115761
ENSDARG00000022350		ENSDART00000035239	XM_009294682	ENSDARP00000030937
ENSDARG00000022350		ENSDART00000035239	XM_009294678	ENSDARP00000030937
ENSDARG00000022350		ENSDART00000035239	XM_009294681	ENSDARP00000030937
ENSDARG00000022350		ENSDART00000035239	XM_009294680	ENSDARP00000030937
ENSDARG00000022350		ENSDART00000035239	XM_009294677	ENSDARP00000030937
ENSDARG00000022350		ENSDART00000035239	XM_009294679	ENSDARP00000030937
ENSDARG00000071460		ENSDART00000152019	XM_021470403	ENSDARP00000126391
ENSDARG00000071460		ENSDART00000152019	XM_005162889	ENSDARP00000126391
ENSDARG00000093569	bckdhbl	ENSDART00000131972	XM_678216	ENSDARP00000114526
ENSDARG00000093569	bckdhbl	ENSDART00000131972	XM_005163843	ENSDARP00000114526
ENSDARG00000093569	bckdhbl	ENSDART00000131972	XM_005163842	ENSDARP00000114526
ENSDARG00000093569	bckdhbl	ENSDART00000131972	XM_005163846	ENSDARP00000114526
ENSDARG00000093569	bckdhbl	ENSDART00000131972	XM_021473302	ENSDARP00000114526
ENSDARG00000093569	bckdhbl	ENSDART00000131972	XM_005163841	ENSDARP00000114526
ENSDARG00000100944	glrx2	ENSDART00000162227	XM_005161733	ENSDARP00000136884
ENSDARG00000075629	ifi30b	ENSDART00000156595	XM_688852	ENSDARP00000127782
ENSDARG00000004372	fmnl3	ENSDART00000109023	XM_009296931	ENSDARP00000099869
ENSDARG00000004372	fmnl3	ENSDART00000109023	XM_005162217	ENSDARP00000099869
ENSDARG00000004372	fmnl3	ENSDART00000109023	XM_009296930	ENSDARP00000099869
ENSDARG00000100944	glrx2	ENSDART00000167996	XM_005161735	ENSDARP00000140532
ENSDARG00000100944	glrx2	ENSDART00000167996	XM_009296369	ENSDARP00000140532
ENSDARG00000063158	SLC24A2	ENSDART00000174119	XM_694595	ENSDARP00000143129
ENSDARG00000100944	glrx2	ENSDART00000163980	XM_005161734	ENSDARP00000133122
ENSDARG00000040258	si:ch73-340m8.2	ENSDART00000058894	XM_002665144	ENSDARP00000058893
ENSDARG00000058379	otpb	ENSDART00000081249	XM_005165505	ENSDARP00000075692
ENSDARG00000059781	atcayb	ENSDART00000157905	XM_009298934	ENSDARP00000133746
ENSDARG00000059781	atcayb	ENSDART00000157905	XM_021468311	ENSDARP00000133746
ENSDARG00000071456	crp7	ENSDART00000189178	XM_005162875	ENSDARP00000155369
ENSDARG00000071456	crp7	ENSDART00000189178	XM_017353793	ENSDARP00000155369
ENSDARG00000102643	chmp1a	ENSDART00000164390	XM_009298223	ENSDARP00000141533
ENSDARG00000054570	smg1	ENSDART00000076796	XM_009299453	ENSDARP00000071267
ENSDARG00000054570	smg1	ENSDART00000076796	XM_009299454	ENSDARP00000071267
ENSDARG00000063158	SLC24A2	ENSDART00000174390	XM_017357166	ENSDARP00000143242
ENSDARG00000062427	clcn2a	ENSDART00000090260	XM_021478545	ENSDARP00000084693
ENSDARG00000062427	clcn2a	ENSDART00000090260	XM_021478550	ENSDARP00000084693
ENSDARG00000025949	irak1	ENSDART00000137975	XM_005166703	ENSDARP00000118154
ENSDARG00000104307	hoxa1a	ENSDART00000163546	XM_017352263	ENSDARP00000133812
ENSDARG00000069619	atf7ip	ENSDART00000149155	XM_021475019	ENSDARP00000125013
ENSDARG00000069619	atf7ip	ENSDART00000149155	XM_005160041	ENSDARP00000125013
ENSDARG00000092398		ENSDART00000133945	XM_005161314	
ENSDARG00000075826	MSH4	ENSDART00000156871	XM_009293256	ENSDARP00000127531
ENSDARG00000025949	irak1	ENSDART00000179826	XM_692596	ENSDARP00000146218
ENSDARG00000062096	pm20d1.2	ENSDART00000104592	XM_021469849	ENSDARP00000095363
ENSDARG00000063631	VIT	ENSDART00000137398	XM_017358906	ENSDARP00000118990
ENSDARG00000063631	VIT	ENSDART00000137398	XM_017358902	ENSDARP00000118990
ENSDARG00000063631	VIT	ENSDART00000137398	XM_017358903	ENSDARP00000118990
ENSDARG00000063631	VIT	ENSDART00000137398	XM_017358905	ENSDARP00000118990
ENSDARG00000063631	VIT	ENSDART00000137398	XM_021480699	ENSDARP00000118990
ENSDARG00000063631	VIT	ENSDART00000137398	XM_017358904	ENSDARP00000118990
ENSDARG00000063631	VIT	ENSDART00000137398	XM_009307031	ENSDARP00000118990
ENSDARG00000096153		ENSDART00000150250	XM_021475175	ENSDARP00000125458
ENSDARG00000019304	phactr3b	ENSDART00000050762	XM_009305736	ENSDARP00000050761
ENSDARG00000019304	phactr3b	ENSDART00000050762	XM_021479616	ENSDARP00000050761
ENSDARG00000019304	phactr3b	ENSDART00000050762	XM_021479617	ENSDARP00000050761
ENSDARG00000077037	txlna	ENSDART00000024292	XM_017352186	ENSDARP00000026470
ENSDARG00000007916	xpnpep3	ENSDART00000050245	XM_005171587	ENSDARP00000050244
ENSDARG00000018817	bdnf	ENSDART00000014843	XM_009303234	ENSDARP00000010990
ENSDARG00000053101	prpf38b	ENSDART00000075080	XM_005171372	ENSDARP00000069565
ENSDARG00000053101	prpf38b	ENSDART00000075080	XM_009298770	ENSDARP00000069565
ENSDARG00000053101	prpf38b	ENSDART00000075080	XM_005171373	ENSDARP00000069565
ENSDARG00000053101	prpf38b	ENSDART00000075080	XM_005171371	ENSDARP00000069565
ENSDARG00000053101	prpf38b	ENSDART00000075080	XM_009298771	ENSDARP00000069565
ENSDARG00000061560	stim1b	ENSDART00000142079	XM_009295557	ENSDARP00000121917
ENSDARG00000061560	stim1b	ENSDART00000172390	XM_005161288	ENSDARP00000131780
ENSDARG00000021195	st8sia6	ENSDART00000122519	XM_678306	ENSDARP00000104838
ENSDARG00000071251	ppp1r18	ENSDART00000142287	XM_693482	ENSDARP00000118907
ENSDARG00000027310		ENSDART00000067030	XM_003201460	ENSDARP00000067029
ENSDARG00000012140	ccnl1b	ENSDART00000004899	XM_009298635	ENSDARP00000021380
ENSDARG00000008697	epas1a	ENSDART00000149198	XM_009306741	ENSDARP00000124584
ENSDARG00000008697	epas1a	ENSDART00000024415	XM_690170	ENSDARP00000021260
ENSDARG00000008697	epas1a	ENSDART00000024415	XM_005156297	ENSDARP00000021260
ENSDARG00000012944	myhz2	ENSDART00000126873	XM_005171786	ENSDARP00000108224
ENSDARG00000077567	angel1	ENSDART00000109891	XM_692942	ENSDARP00000103684
ENSDARG00000077567	angel1	ENSDART00000109891	XM_021473215	ENSDARP00000103684
ENSDARG00000098868	XPO5	ENSDART00000171687	XM_017358922	ENSDARP00000136252
ENSDARG00000097224		ENSDART00000156828	XM_005163153	ENSDARP00000127713
ENSDARG00000103589	gata6	ENSDART00000166476	XM_017358955	ENSDARP00000137653
ENSDARG00000069619	atf7ip	ENSDART00000160961	XM_005160048	ENSDARP00000136294
ENSDARG00000069619	atf7ip	ENSDART00000160961	XM_005160043	ENSDARP00000136294
ENSDARG00000069619	atf7ip	ENSDART00000160961	XM_021475024	ENSDARP00000136294
ENSDARG00000069619	atf7ip	ENSDART00000160961	XM_021475032	ENSDARP00000136294
ENSDARG00000069619	atf7ip	ENSDART00000160961	XM_005160044	ENSDARP00000136294
ENSDARG00000069619	atf7ip	ENSDART00000160961	XM_005160045	ENSDARP00000136294
ENSDARG00000090949	DLG5	ENSDART00000109315	XM_021480451	ENSDARP00000098168
ENSDARG00000090949	DLG5	ENSDART00000109315	XM_021480449	ENSDARP00000098168
ENSDARG00000090949	DLG5	ENSDART00000109315	XM_021480450	ENSDARP00000098168
ENSDARG00000090949	DLG5	ENSDART00000109315	XM_009307002	ENSDARP00000098168
ENSDARG00000043004	si:dkeyp-117h8.4	ENSDART00000063137	XM_005160595	ENSDARP00000063136
ENSDARG00000077567	angel1	ENSDART00000191156	XM_021467510	ENSDARP00000144960
ENSDARG00000019969	smarcd3b	ENSDART00000006724	XM_021477563	ENSDARP00000015411
ENSDARG00000019969	smarcd3b	ENSDART00000006724	XM_021477564	ENSDARP00000015411
ENSDARG00000100256	si:dkey-88e18.8	ENSDART00000176292	XM_009293438	ENSDARP00000144264
ENSDARG00000019969	smarcd3b	ENSDART00000174300	XM_005166419	ENSDARP00000143200
ENSDARG00000103589	gata6	ENSDART00000157903	XM_017358958	ENSDARP00000136299
ENSDARG00000102555	si:dkey-33i11.9	ENSDART00000165186	XM_009292636	ENSDARP00000136024
ENSDARG00000074869	si:ch1073-291c23.2	ENSDART00000189389	XM_021480678	ENSDARP00000151545
ENSDARG00000036065	mgat1b	ENSDART00000103940	XM_005170042	ENSDARP00000094716
ENSDARG00000036065	mgat1b	ENSDART00000103940	XM_005170044	ENSDARP00000094716
ENSDARG00000036065	mgat1b	ENSDART00000181108	XM_005170043	ENSDARP00000145820
ENSDARG00000095200		ENSDART00000150390	XM_021475360	ENSDARP00000125288
ENSDARG00000074869	si:ch1073-291c23.2	ENSDART00000185865	XM_009307029	ENSDARP00000148723
ENSDARG00000074869	si:ch1073-291c23.2	ENSDART00000185865	XM_021480679	ENSDARP00000148723
ENSDARG00000074869	si:ch1073-291c23.2	ENSDART00000185865	XM_021480681	ENSDARP00000148723
ENSDARG00000074869	si:ch1073-291c23.2	ENSDART00000109634	XM_009307027	ENSDARP00000099238
ENSDARG00000074869	si:ch1073-291c23.2	ENSDART00000109634	XM_009307026	ENSDARP00000099238
ENSDARG00000074869	si:ch1073-291c23.2	ENSDART00000109634	XM_021480680	ENSDARP00000099238
ENSDARG00000074869	si:ch1073-291c23.2	ENSDART00000109634	XM_009307030	ENSDARP00000099238
ENSDARG00000019969	smarcd3b	ENSDART00000174087	XM_005166417	ENSDARP00000143064
ENSDARG00000021033	herpud2	ENSDART00000037401	XM_021466640	ENSDARP00000038769
ENSDARG00000004840	rassf1	ENSDART00000145459	XM_005173952	ENSDARP00000119596
ENSDARG00000061348	adat1	ENSDART00000087410	XM_009298175	ENSDARP00000081844
ENSDARG00000036136	tipin	ENSDART00000052474	XM_005168874	ENSDARP00000052473
ENSDARG00000075517	si:ch211-120k19.1	ENSDART00000111074	XM_021466712	ENSDARP00000102071
ENSDARG00000075517	si:ch211-120k19.1	ENSDART00000111074	XM_017351354	ENSDARP00000102071
ENSDARG00000075517	si:ch211-120k19.1	ENSDART00000111074	XM_021466711	ENSDARP00000102071
ENSDARG00000070567		ENSDART00000042683	XM_021477243	ENSDARP00000042682
ENSDARG00000070567		ENSDART00000042683	XM_021477239	ENSDARP00000042682
ENSDARG00000070567		ENSDART00000042683	XM_021477237	ENSDARP00000042682
ENSDARG00000070567		ENSDART00000042683	XM_005166112	ENSDARP00000042682
ENSDARG00000070567		ENSDART00000042683	XM_005166114	ENSDARP00000042682
ENSDARG00000070567		ENSDART00000042683	XM_009302613	ENSDARP00000042682
ENSDARG00000070567		ENSDART00000042683	XM_005166113	ENSDARP00000042682
ENSDARG00000070567		ENSDART00000042683	XM_021477240	ENSDARP00000042682
ENSDARG00000070567		ENSDART00000042683	XM_021477245	ENSDARP00000042682
ENSDARG00000070567		ENSDART00000042683	XM_021477244	ENSDARP00000042682
ENSDARG00000004726	trappc11	ENSDART00000054809	XM_005157122	ENSDARP00000054808
ENSDARG00000004840	rassf1	ENSDART00000142265	XM_005173951	ENSDARP00000115000
ENSDARG00000070567		ENSDART00000186013	XM_021477242	ENSDARP00000147077
ENSDARG00000070567		ENSDART00000186013	XM_021477241	ENSDARP00000147077
ENSDARG00000070567		ENSDART00000186013	XM_003198809	ENSDARP00000147077
ENSDARG00000104815	lmx1ba	ENSDART00000180236	XM_021476166	ENSDARP00000156554
ENSDARG00000074034	si:dkey-91i10.2	ENSDART00000133676	XM_009304629	ENSDARP00000113203
ENSDARG00000074034	si:dkey-91i10.2	ENSDART00000133676	XM_005167568	ENSDARP00000113203
ENSDARG00000074034	si:dkey-91i10.2	ENSDART00000133676	XM_005167569	ENSDARP00000113203
ENSDARG00000037528	si:ch211-191a24.4	ENSDART00000054652	XM_009294555	ENSDARP00000054651
ENSDARG00000004840	rassf1	ENSDART00000038465	XM_017353113	ENSDARP00000035351
ENSDARG00000104815	lmx1ba	ENSDART00000187026	XM_021476168	ENSDARP00000155628
ENSDARG00000078169	cacna2d2b	ENSDART00000138850	XM_009296110	ENSDARP00000113230
ENSDARG00000078169	cacna2d2b	ENSDART00000138850	XM_009296111	ENSDARP00000113230
ENSDARG00000036816	pou2f2a	ENSDART00000133371	XM_009294006	ENSDARP00000118189
ENSDARG00000036816	pou2f2a	ENSDART00000133371	XM_021468267	ENSDARP00000118189
ENSDARG00000078169	cacna2d2b	ENSDART00000112125	XM_009296112	ENSDARP00000099574
ENSDARG00000090116	znf1136	ENSDART00000151912	XM_017355531	ENSDARP00000126410
ENSDARG00000078280	nkx3-1	ENSDART00000146056	XM_677868	ENSDARP00000115852
ENSDARG00000068731	rxfp2l	ENSDART00000143448	XM_009301606	ENSDARP00000120443
ENSDARG00000068731	rxfp2l	ENSDART00000143448	XM_001919507	ENSDARP00000120443
ENSDARG00000041007		ENSDART00000156729	XM_005157717	
ENSDARG00000071465	lrrc39	ENSDART00000105678	XM_021469325	ENSDARP00000096455
ENSDARG00000020771	tnr	ENSDART00000015827	XM_005171279	ENSDARP00000010406
ENSDARG00000078127	neurl4	ENSDART00000109707	XM_021480311	ENSDARP00000101391
ENSDARG00000078127	neurl4	ENSDART00000109707	XM_021480310	ENSDARP00000101391
ENSDARG00000101445	klhl7	ENSDART00000158311	XM_021468019	ENSDARP00000130249
ENSDARG00000008790	actr3b	ENSDART00000045150	XM_009297226	ENSDARP00000045149
ENSDARG00000008790	actr3b	ENSDART00000045150	XM_021470094	ENSDARP00000045149
ENSDARG00000008790	actr3b	ENSDART00000045150	XM_005162481	ENSDARP00000045149
ENSDARG00000086613		ENSDART00000150909	XM_021468199	ENSDARP00000125723
ENSDARG00000001776	stim2b	ENSDART00000012089	XM_687264	ENSDARP00000012749
ENSDARG00000098153	lhfpl2b	ENSDART00000163464	XM_021476148	ENSDARP00000136320
ENSDARG00000112103	zgc:173721	ENSDART00000151846	XM_005168168	ENSDARP00000126356
ENSDARG00000019457	tfe3b	ENSDART00000154213	XM_005169308	ENSDARP00000128996
ENSDARG00000019457	tfe3b	ENSDART00000154213	XM_005169305	ENSDARP00000128996
ENSDARG00000019457	tfe3b	ENSDART00000154213	XM_005169306	ENSDARP00000128996
ENSDARG00000019457	tfe3b	ENSDART00000154213	XM_005169307	ENSDARP00000128996
ENSDARG00000019457	tfe3b	ENSDART00000154213	XM_009306036	ENSDARP00000128996
ENSDARG00000102464	wnt5b	ENSDART00000162065	XM_005164539	ENSDARP00000134193
ENSDARG00000102464	wnt5b	ENSDART00000162065	XM_005164538	ENSDARP00000134193
ENSDARG00000070497	BICC1	ENSDART00000152420	XM_694995	ENSDARP00000126585
ENSDARG00000034165	LINGO1	ENSDART00000041820	XM_009297768	ENSDARP00000041819
ENSDARG00000034165	LINGO1	ENSDART00000041820	XM_005174270	ENSDARP00000041819
ENSDARG00000052388	pcgf5b	ENSDART00000086211	XM_005156115	ENSDARP00000080646
ENSDARG00000052388	pcgf5b	ENSDART00000086211	XM_009306506	ENSDARP00000080646
ENSDARG00000100508	ubn2b	ENSDART00000185232	XM_005164318	ENSDARP00000146730
ENSDARG00000091252		ENSDART00000122190	XM_001337307	ENSDARP00000105434
ENSDARG00000102464	wnt5b	ENSDART00000186829	XM_017354945	ENSDARP00000152177
ENSDARG00000037018	gab1	ENSDART00000140724	XM_021469872	ENSDARP00000116730
ENSDARG00000037018	gab1	ENSDART00000140724	XM_017353102	ENSDARP00000116730
ENSDARG00000037018	gab1	ENSDART00000140724	XM_021469944	ENSDARP00000116730
ENSDARG00000037018	gab1	ENSDART00000140724	XM_021470020	ENSDARP00000116730
ENSDARG00000037018	gab1	ENSDART00000140724	XM_021469996	ENSDARP00000116730
ENSDARG00000037018	gab1	ENSDART00000140724	XM_021469965	ENSDARP00000116730
ENSDARG00000060771	MAP7D3	ENSDART00000173036	XM_001922471	ENSDARP00000142609
ENSDARG00000062874	OXER1	ENSDART00000148144	XM_021480725	ENSDARP00000113365
ENSDARG00000014239		ENSDART00000144174	XM_694639	ENSDARP00000114008
ENSDARG00000014239		ENSDART00000144174	XM_021477304	ENSDARP00000114008
ENSDARG00000092327	si:dkeyp-2e4.3	ENSDART00000144385	XM_017358853	ENSDARP00000116366
ENSDARG00000092327	si:dkeyp-2e4.3	ENSDART00000144385	XM_021480895	ENSDARP00000116366
ENSDARG00000037018	gab1	ENSDART00000053806	XM_021469911	ENSDARP00000053805
ENSDARG00000037018	gab1	ENSDART00000053806	XM_017353106	ENSDARP00000053805
ENSDARG00000037018	gab1	ENSDART00000053806	XM_009292494	ENSDARP00000053805
ENSDARG00000090764	bcas3	ENSDART00000149957	XM_021481360	ENSDARP00000123733
ENSDARG00000090764	bcas3	ENSDART00000149957	XM_005157643	ENSDARP00000123733
ENSDARG00000090764	bcas3	ENSDART00000149957	XM_005157644	ENSDARP00000123733
ENSDARG00000069415	col17a1a	ENSDART00000142957	XM_021474972	ENSDARP00000122777
ENSDARG00000069415	col17a1a	ENSDART00000142957	XM_005160111	ENSDARP00000122777
ENSDARG00000069415	col17a1a	ENSDART00000142957	XM_017354917	ENSDARP00000122777
ENSDARG00000069415	col17a1a	ENSDART00000142957	XM_005160112	ENSDARP00000122777
ENSDARG00000073718	apol	ENSDART00000151679	XM_001339206	ENSDARP00000126025
ENSDARG00000096738	si:zfos-911d5.4	ENSDART00000153460	XM_005169507	ENSDARP00000127241
ENSDARG00000086158	ccbe1	ENSDART00000127963	XM_017352782	ENSDARP00000106577
ENSDARG00000086158	ccbe1	ENSDART00000127963	XM_021468847	ENSDARP00000106577
ENSDARG00000008278	rcor2	ENSDART00000002961	XM_005172263	ENSDARP00000026854
ENSDARG00000008278	rcor2	ENSDART00000002961	XM_005172264	ENSDARP00000026854
ENSDARG00000008278	rcor2	ENSDART00000002961	XM_005172265	ENSDARP00000026854
ENSDARG00000095283	si:dkeyp-2e4.3	ENSDART00000140442	XM_021480475	ENSDARP00000113824
ENSDARG00000095283	si:dkeyp-2e4.3	ENSDART00000140442	XM_017358662	ENSDARP00000113824
ENSDARG00000009738	cacnb4a	ENSDART00000123749	XM_005167837	ENSDARP00000107502
ENSDARG00000005150	tbx20	ENSDART00000017185	XM_021466746	ENSDARP00000026669
ENSDARG00000019362	ptbp1a	ENSDART00000017668	XM_021478816	ENSDARP00000011705
ENSDARG00000020134	sipa1l1	ENSDART00000114611	XM_009294761	ENSDARP00000102186
ENSDARG00000020134	sipa1l1	ENSDART00000114611	XM_009294760	ENSDARP00000102186
ENSDARG00000020134	sipa1l1	ENSDART00000114611	XM_021468472	ENSDARP00000102186
ENSDARG00000020134	sipa1l1	ENSDART00000114611	XM_009294759	ENSDARP00000102186
ENSDARG00000020134	sipa1l1	ENSDART00000114611	XM_009294758	ENSDARP00000102186
ENSDARG00000093672		ENSDART00000147345	XM_017353101	ENSDARP00000121045
ENSDARG00000097909	si:dkey-195m11.11	ENSDART00000155700	XM_021477212	ENSDARP00000129753
ENSDARG00000009870	mapk8b	ENSDART00000128677	XM_017358486	ENSDARP00000111769
ENSDARG00000009870	mapk8b	ENSDART00000128677	XM_017358485	ENSDARP00000111769
ENSDARG00000095497	si:dkeyp-2e4.5	ENSDART00000135573	XM_017358852	ENSDARP00000120097
ENSDARG00000003952	pfn2b	ENSDART00000164443	XM_005174056	ENSDARP00000136573
ENSDARG00000004789	LRP1B	ENSDART00000180379	XM_017353408	ENSDARP00000151578
ENSDARG00000004789	LRP1B	ENSDART00000180379	XM_021469578	ENSDARP00000151578
ENSDARG00000020134	sipa1l1	ENSDART00000182443	XM_009294762	ENSDARP00000145485
ENSDARG00000076752	tmem67	ENSDART00000140460	XM_009292373	ENSDARP00000116688
ENSDARG00000076752	tmem67	ENSDART00000140460	XM_695882	ENSDARP00000116688
ENSDARG00000093872		ENSDART00000141862	XM_021469580	
ENSDARG00000093872		ENSDART00000141862	XM_021469579	
ENSDARG00000069423	tmie	ENSDART00000101038	XM_021480468	ENSDARP00000091812
ENSDARG00000090145	TMEM240	ENSDART00000155769	XM_003200912	ENSDARP00000129099
ENSDARG00000030012	lrrfip1a	ENSDART00000023196	XM_021478944	ENSDARP00000012027
ENSDARG00000051953	ythdc1	ENSDART00000073671	XM_021476130	ENSDARP00000068161
ENSDARG00000051953	ythdc1	ENSDART00000073671	XM_009302042	ENSDARP00000068161
ENSDARG00000086553	nlrc3l1	ENSDART00000134052	XM_009295431	ENSDARP00000122119
ENSDARG00000030012	lrrfip1a	ENSDART00000101577	XM_021478942	ENSDARP00000092350
ENSDARG00000030012	lrrfip1a	ENSDART00000101577	XM_021478941	ENSDARP00000092350
ENSDARG00000030012	lrrfip1a	ENSDART00000101577	XM_005167636	ENSDARP00000092350
ENSDARG00000069808	OSTM1	ENSDART00000145269	XM_002665742	ENSDARP00000119392
ENSDARG00000035819	sirt3	ENSDART00000147036	XM_009303488	ENSDARP00000119230
ENSDARG00000075468	vwa1	ENSDART00000110868	XM_691704	ENSDARP00000099327
ENSDARG00000075468	vwa1	ENSDART00000110868	XM_005174134	ENSDARP00000099327
ENSDARG00000011146	uqcrb	ENSDART00000150991	XM_009294443	ENSDARP00000126028
ENSDARG00000015623	ada2b	ENSDART00000144048	XM_682627	ENSDARP00000118045
ENSDARG00000104162	hoxa11a	ENSDART00000160283	XM_005159523	ENSDARP00000131862
ENSDARG00000035819	sirt3	ENSDART00000187554	XM_009303487	ENSDARP00000153898
ENSDARG00000030012	lrrfip1a	ENSDART00000126198	XM_021478939	ENSDARP00000111467
